reference,year,month,day,smart_meter_kwh,noise_db
U031190396,2023,3,25,32.9,36.6
U031190396,2023,3,26,33.0,44.6
U031190396,2023,3,27,34.8,38.4
U031190396,2023,3,28,29.0,49.6
U031190396,2023,3,29,34.0,41.1
U031190396,2023,3,30,31.2,39.9
U031190396,2023,3,31,33.8,32.2
24 mossden hill,2023,1,1,33.9,49.2
24 mossden hill,2023,1,2,28.3,
24 mossden hill,2023,1,3,34.0,34.0
24 mossden hill,2023,1,4,36.4,37.5
24 mossden hill,2023,1,5,35.1,35.8
24 mossden hill,2023,1,6,31.4,49.5
24 mossden hill,2023,1,7,32.3,49.3
24 mossden hill,2023,1,8,30.2,43.0
24 mossden hill,2023,1,9,34.5,45.0
24 mossden hill,2023,1,10,33.9,42.1
24 mossden hill,2023,1,11,35.6,34.8
24 mossden hill,2023,1,12,32.7,40.7
24 mossden hill,2023,1,13,32.3,42.9
24 mossden hill,2023,1,14,34.3,
24 mossden hill,2023,1,15,34.6,36.8
24 mossden hill,2023,1,16,33.4,37.8
24 mossden hill,2023,1,17,30.8,42.7
24 mossden hill,2023,1,18,35.0,47.0
24 mossden hill,2023,1,19,33.4,38.1
24 mossden hill,2023,1,20,37.3,44.6
24 mossden hill,2023,1,21,35.7,42.4
24 mossden hill,2023,1,22,33.4,35.3
24 mossden hill,2023,1,23,31.9,46.5
24 mossden hill,2023,1,24,35.4,35.4
24 mossden hill,2023,1,25,36.4,37.3
24 mossden hill,2023,1,26,31.8,45.6
24 mossden hill,2023,1,27,37.4,45.6
24 mossden hill,2023,1,28,35.1,47.1
24 mossden hill,2023,1,29,31.6,44.5
24 mossden hill,2023,1,30,31.6,31.6
24 mossden hill,2023,1,31,34.5,35.0
24 mossden hill,2023,2,1,35.1,36.7
24 mossden hill,2023,2,2,34.7,33.9
24 mossden hill,2023,2,3,32.8,48.9
24 mossden hill,2023,2,4,34.9,35.9
24 mossden hill,2023,2,5,33.8,44.4
24 mossden hill,2023,2,6,36.0,43.8
24 mossden hill,2023,2,7,34.7,37.2
24 mossden hill,2023,2,8,34.7,34.1
24 mossden hill,2023,2,9,30.1,50.9
24 mossden hill,2023,2,10,36.1,43.1
24 mossden hill,2023,2,11,30.8,38.9
24 mossden hill,2023,2,12,35.8,42.8
24 mossden hill,2023,2,13,33.5,41.8
24 mossden hill,2023,2,14,29.6,44.2
24 mossden hill,2023,2,15,34.5,42.0
24 mossden hill,2023,2,16,35.1,51.2
24 mossden hill,2023,2,17,,38.6
24 mossden hill,2023,2,18,29.8,56.4
24 mossden hill,2023,2,19,30.4,44.3
24 mossden hill,2023,2,20,,34.3
24 mossden hill,2023,2,21,37.2,38.8
24 mossden hill,2023,2,22,35.5,32.8
24 mossden hill,2023,2,23,31.7,44.6
24 mossden hill,2023,2,24,38.1,32.1
24 mossden hill,2023,2,25,37.0,40.3
24 mossden hill,2023,2,26,32.3,31.6
24 mossden hill,2023,2,27,32.4,41.6
24 mossden hill,2023,2,28,33.7,41.6
24 mossden hill,2023,3,1,29.3,38.0
24 mossden hill,2023,3,2,29.6,
24 mossden hill,2023,3,3,29.2,48.2
24 mossden hill,2023,3,4,30.8,
24 mossden hill,2023,3,5,32.5,39.6
24 mossden hill,2023,3,6,30.1,42.5
24 mossden hill,2023,3,7,34.5,44.7
24 mossden hill,2023,3,8,28.6,41.3
24 mossden hill,2023,3,9,34.7,28.6
24 mossden hill,2023,3,10,28.5,40.2
24 mossden hill,2023,3,11,32.9,49.3
24 mossden hill,2023,3,12,30.2,41.7
24 mossden hill,2023,3,13,34.0,40.7
24 mossden hill,2023,3,14,34.7,44.6
24 mossden hill,2023,3,15,32.2,35.9
24 mossden hill,2023,3,16,32.5,43.5
24 mossden hill,2023,3,17,26.9,42.9
24 mossden hill,2023,3,18,29.5,40.5
24 mossden hill,2023,3,19,29.3,
24 mossden hill,2023,3,20,28.5,49.4
24 mossden hill,2023,3,21,28.4,39.4
24 mossden hill,2023,3,22,30.7,44.9
24 mossden hill,2023,3,23,29.7,43.5
24 mossden hill,2023,3,24,30.0,41.9
24 mossden hill,2023,3,25,33.2,48.1
24 mossden hill,2023,3,26,31.7,41.8
24 mossden hill,2023,3,27,32.6,45.2
24 mossden hill,2023,3,28,30.0,46.3
24 mossden hill,2023,3,29,28.3,38.3
24 mossden hill,2023,3,30,29.5,43.5
24 mossden hill,2023,3,31,30.4,42.5
U678229542,2023,1,1,34.9,41.4
U678229542,2023,1,2,34.9,36.9
U678229542,2023,1,3,31.0,47.1
U678229542,2023,1,4,33.5,31.5
U678229542,2023,1,5,30.7,46.2
U678229542,2023,1,6,31.8,40.0
U678229542,2023,1,7,33.7,37.2
U678229542,2023,1,8,34.9,38.3
U678229542,2023,1,9,32.3,
U678229542,2023,1,10,32.7,35.7
U678229542,2023,1,11,29.2,46.0
U678229542,2023,1,12,31.3,39.1
U678229542,2023,1,13,33.1,34.8
U678229542,2023,1,14,30.3,44.6
U678229542,2023,1,15,41.6,38.8
U678229542,2023,1,16,32.7,45.6
U678229542,2023,1,17,30.8,32.5
U678229542,2023,1,18,33.7,35.5
U678229542,2023,1,19,34.2,41.2
U678229542,2023,1,20,36.0,43.9
U678229542,2023,1,21,29.7,46.0
U678229542,2023,1,22,32.5,32.0
U678229542,2023,1,23,31.5,25.0
U678229542,2023,1,24,30.9,34.8
U678229542,2023,1,25,31.6,40.3
U678229542,2023,1,26,29.5,
U678229542,2023,1,27,33.4,41.4
U678229542,2023,1,28,35.7,37.1
U678229542,2023,1,29,35.1,37.9
U678229542,2023,1,30,33.4,38.3
U678229542,2023,1,31,34.0,37.2
U678229542,2023,2,1,35.3,34.2
U678229542,2023,2,2,30.4,42.8
U678229542,2023,2,3,35.3,36.3
U678229542,2023,2,4,36.6,40.4
U678229542,2023,2,5,37.9,54.1
U678229542,2023,2,6,35.3,40.5
U678229542,2023,2,7,35.2,45.6
U678229542,2023,2,8,32.9,44.4
U678229542,2023,2,9,33.9,46.1
U678229542,2023,2,10,32.1,40.3
U678229542,2023,2,11,33.2,45.1
U678229542,2023,2,12,34.7,41.4
U678229542,2023,2,13,31.6,31.4
U678229542,2023,2,14,35.0,35.3
U678229542,2023,2,15,30.0,46.4
U678229542,2023,2,16,34.6,47.9
U678229542,2023,2,17,36.1,38.1
U678229542,2023,2,18,37.9,44.7
U678229542,2023,2,19,31.1,
U678229542,2023,2,20,34.2,36.5
U678229542,2023,2,21,28.6,38.3
U678229542,2023,2,22,37.9,33.2
U678229542,2023,2,23,35.4,42.0
U678229542,2023,2,24,33.4,43.8
U678229542,2023,2,25,30.3,43.0
U678229542,2023,2,26,33.0,46.3
U678229542,2023,2,27,30.7,26.1
U678229542,2023,2,28,34.2,34.1
U678229542,2023,3,1,30.9,39.3
U678229542,2023,3,2,32.7,43.2
U678229542,2023,3,3,32.4,40.8
U678229542,2023,3,4,33.2,47.5
U678229542,2023,3,5,36.4,40.2
U678229542,2023,3,6,30.3,34.4
U678229542,2023,3,7,32.6,42.9
U678229542,2023,3,8,32.6,
U678229542,2023,3,9,30.3,42.0
U678229542,2023,3,10,36.0,47.5
U678229542,2023,3,11,29.9,32.1
U678229542,2023,3,12,34.6,40.1
U678229542,2023,3,13,35.9,38.3
U678229542,2023,3,14,33.9,42.5
U678229542,2023,3,15,27.5,43.8
U678229542,2023,3,16,36.2,40.5
U678229542,2023,3,17,32.4,37.8
U678229542,2023,3,18,33.3,54.8
U678229542,2023,3,19,27.8,42.8
U678229542,2023,3,20,29.9,
U678229542,2023,3,21,29.5,
U678229542,2023,3,22,34.3,37.7
U678229542,2023,3,23,36.3,30.6
U678229542,2023,3,24,28.8,35.5
U678229542,2023,3,25,29.4,48.9
U678229542,2023,3,26,30.0,41.9
U678229542,2023,3,27,35.5,40.9
U678229542,2023,3,28,35.6,41.0
U678229542,2023,3,29,28.3,36.3
U678229542,2023,3,30,33.3,34.7
U678229542,2023,3,31,32.5,42.1
91 salthorpe row,2023,1,1,32.7,43.0
91 salthorpe row,2023,1,2,35.1,47.5
91 salthorpe row,2023,1,3,33.7,36.8
91 salthorpe row,2023,1,4,30.9,41.7
91 salthorpe row,2023,1,5,37.7,34.2
91 salthorpe row,2023,1,6,39.4,
91 salthorpe row,2023,1,7,33.5,
91 salthorpe row,2023,1,8,32.9,38.4
91 salthorpe row,2023,1,9,32.1,
91 salthorpe row,2023,1,10,33.1,44.1
91 salthorpe row,2023,1,11,36.1,43.0
91 salthorpe row,2023,1,12,34.0,44.3
91 salthorpe row,2023,1,13,34.9,34.9
91 salthorpe row,2023,1,14,39.4,50.5
91 salthorpe row,2023,1,15,33.4,39.8
91 salthorpe row,2023,1,16,35.7,36.1
91 salthorpe row,2023,1,17,31.8,41.8
91 salthorpe row,2023,1,18,34.5,43.2
91 salthorpe row,2023,1,19,35.3,43.7
91 salthorpe row,2023,1,20,32.9,34.2
91 salthorpe row,2023,1,21,32.0,
91 salthorpe row,2023,1,22,33.3,48.4
91 salthorpe row,2023,1,23,31.9,37.8
91 salthorpe row,2023,1,24,,33.4
91 salthorpe row,2023,1,25,35.3,33.9
91 salthorpe row,2023,1,26,33.3,32.1
91 salthorpe row,2023,1,27,37.8,38.6
91 salthorpe row,2023,1,28,34.7,41.4
91 salthorpe row,2023,1,29,35.6,45.7
91 salthorpe row,2023,1,30,34.4,37.9
91 salthorpe row,2023,1,31,34.2,42.4
91 salthorpe row,2023,2,1,29.3,42.6
91 salthorpe row,2023,2,2,34.2,34.0
91 salthorpe row,2023,2,3,35.4,37.3
91 salthorpe row,2023,2,4,29.4,
91 salthorpe row,2023,2,5,33.3,42.3
91 salthorpe row,2023,2,6,35.7,40.5
91 salthorpe row,2023,2,7,32.3,40.3
91 salthorpe row,2023,2,8,35.4,46.4
91 salthorpe row,2023,2,9,28.8,32.9
91 salthorpe row,2023,2,10,33.3,
91 salthorpe row,2023,2,11,31.7,44.0
91 salthorpe row,2023,2,12,31.5,48.4
91 salthorpe row,2023,2,13,33.4,
91 salthorpe row,2023,2,14,33.2,39.2
91 salthorpe row,2023,2,15,31.6,34.0
91 salthorpe row,2023,2,16,32.1,37.3
91 salthorpe row,2023,2,17,33.3,40.2
91 salthorpe row,2023,2,18,30.2,42.3
91 salthorpe row,2023,2,19,36.7,46.4
91 salthorpe row,2023,2,20,30.6,41.7
91 salthorpe row,2023,2,21,30.5,
91 salthorpe row,2023,2,22,32.1,43.2
91 salthorpe row,2023,2,23,36.5,34.3
91 salthorpe row,2023,2,24,32.5,34.2
91 salthorpe row,2023,2,25,35.6,
91 salthorpe row,2023,2,26,35.2,
91 salthorpe row,2023,2,27,30.7,43.5
91 salthorpe row,2023,2,28,32.6,31.7
91 salthorpe row,2023,3,1,30.7,32.9
91 salthorpe row,2023,3,2,31.7,43.8
91 salthorpe row,2023,3,3,28.8,33.3
91 salthorpe row,2023,3,4,33.2,48.1
91 salthorpe row,2023,3,5,30.6,36.4
91 salthorpe row,2023,3,6,35.5,
91 salthorpe row,2023,3,7,28.8,38.1
91 salthorpe row,2023,3,8,28.8,44.6
91 salthorpe row,2023,3,9,30.9,
91 salthorpe row,2023,3,10,28.8,36.6
91 salthorpe row,2023,3,11,33.0,43.8
91 salthorpe row,2023,3,12,31.8,44.5
91 salthorpe row,2023,3,13,31.8,43.6
91 salthorpe row,2023,3,14,34.7,40.7
91 salthorpe row,2023,3,15,35.0,36.8
91 salthorpe row,2023,3,16,30.6,31.7
91 salthorpe row,2023,3,17,35.4,45.1
91 salthorpe row,2023,3,18,30.7,32.7
91 salthorpe row,2023,3,19,31.5,35.8
91 salthorpe row,2023,3,20,32.1,41.9
91 salthorpe row,2023,3,21,31.1,38.6
91 salthorpe row,2023,3,22,30.1,37.9
91 salthorpe row,2023,3,23,27.1,38.2
91 salthorpe row,2023,3,24,34.4,41.5
91 salthorpe row,2023,3,25,29.1,
91 salthorpe row,2023,3,26,35.7,39.9
91 salthorpe row,2023,3,27,30.4,38.9
91 salthorpe row,2023,3,28,31.9,35.2
91 salthorpe row,2023,3,29,31.0,35.5
91 salthorpe row,2023,3,30,36.4,37.8
91 salthorpe row,2023,3,31,34.4,39.4
U643644,2023,1,1,34.2,45.3
U643644,2023,1,2,37.9,36.5
U643644,2023,1,3,36.4,33.9
U643644,2023,1,4,33.4,35.5
U643644,2023,1,5,35.6,39.5
U643644,2023,1,6,33.2,46.1
U643644,2023,1,7,33.9,
U643644,2023,1,8,30.9,44.4
U643644,2023,1,9,33.1,48.0
U643644,2023,1,10,29.4,34.5
U643644,2023,1,11,33.8,39.9
U643644,2023,1,12,33.2,32.1
U643644,2023,1,13,33.1,44.5
U643644,2023,1,14,36.5,41.1
U643644,2023,1,15,34.2,35.2
U643644,2023,1,16,30.5,46.3
U643644,2023,1,17,31.8,35.3
U643644,2023,1,18,31.9,37.2
U643644,2023,1,19,34.4,
U643644,2023,1,20,31.1,41.9
U643644,2023,1,21,35.8,46.4
U643644,2023,1,22,36.5,45.6
U643644,2023,1,23,31.8,33.0
U643644,2023,1,24,35.7,49.4
U643644,2023,1,25,36.0,40.9
U643644,2023,1,26,32.2,33.6
U643644,2023,1,27,37.4,33.1
U643644,2023,1,28,36.4,44.7
U643644,2023,1,29,37.7,
U643644,2023,1,30,33.1,41.0
U643644,2023,1,31,30.9,41.7
U643644,2023,2,1,31.1,41.8
U643644,2023,2,2,26.4,
U643644,2023,2,3,36.6,44.6
U643644,2023,2,4,36.1,46.5
U643644,2023,2,5,35.2,46.8
U643644,2023,2,6,34.9,43.4
U643644,2023,2,7,30.7,42.4
U643644,2023,2,8,33.5,41.3
U643644,2023,2,9,34.4,41.5
U643644,2023,2,10,36.0,47.8
U643644,2023,2,11,29.8,44.0
U643644,2023,2,12,33.4,47.9
U643644,2023,2,13,35.4,37.6
U643644,2023,2,14,29.4,41.5
U643644,2023,2,15,33.7,43.3
U643644,2023,2,16,33.7,35.7
U643644,2023,2,17,36.2,48.1
U643644,2023,2,18,33.0,36.8
U643644,2023,2,19,31.7,43.7
U643644,2023,2,20,27.3,41.3
U643644,2023,2,21,31.1,45.7
U643644,2023,2,22,33.4,41.3
U643644,2023,2,23,29.0,37.8
U643644,2023,2,24,31.2,42.1
U643644,2023,2,25,28.8,44.3
U643644,2023,2,26,34.2,54.6
U643644,2023,2,27,30.5,
U643644,2023,2,28,34.3,
U643644,2023,3,1,31.5,39.0
U643644,2023,3,2,26.7,41.8
U643644,2023,3,3,34.1,42.0
U643644,2023,3,4,33.4,46.5
U643644,2023,3,5,30.9,39.5
U643644,2023,3,6,,38.8
U643644,2023,3,7,29.9,45.5
U643644,2023,3,8,30.2,46.8
U643644,2023,3,9,36.3,
U643644,2023,3,10,30.5,41.8
U643644,2023,3,11,30.0,54.0
U643644,2023,3,12,30.9,48.7
U643644,2023,3,13,31.9,40.1
U643644,2023,3,14,32.3,32.3
U643644,2023,3,15,33.4,47.1
U643644,2023,3,16,33.1,40.3
U643644,2023,3,17,32.6,45.5
U643644,2023,3,18,37.5,38.0
U643644,2023,3,19,32.3,50.6
U643644,2023,3,20,30.7,36.0
U643644,2023,3,21,29.3,37.3
U643644,2023,3,22,40.6,44.7
U643644,2023,3,23,32.0,37.4
U643644,2023,3,24,23.6,45.0
U643644,2023,3,25,28.6,42.8
U643644,2023,3,26,31.4,42.2
U643644,2023,3,27,29.3,39.7
U643644,2023,3,28,29.9,34.5
U643644,2023,3,29,33.3,46.1
U643644,2023,3,30,30.4,41.3
U643644,2023,3,31,31.0,36.6
90 aldwick way,2023,1,1,30.4,47.5
90 aldwick way,2023,1,2,33.3,45.2
90 aldwick way,2023,1,3,29.2,32.8
90 aldwick way,2023,1,4,33.3,46.8
90 aldwick way,2023,1,5,33.3,36.5
90 aldwick way,2023,1,6,30.9,47.0
90 aldwick way,2023,1,7,35.3,
90 aldwick way,2023,1,8,30.1,52.2
90 aldwick way,2023,1,9,33.7,43.5
90 aldwick way,2023,1,10,32.2,46.7
90 aldwick way,2023,1,11,35.1,41.7
90 aldwick way,2023,1,12,34.8,38.7
90 aldwick way,2023,1,13,31.6,38.5
90 aldwick way,2023,1,14,35.0,45.1
90 aldwick way,2023,1,15,33.4,37.6
90 aldwick way,2023,1,16,33.6,
90 aldwick way,2023,1,17,34.9,37.0
90 aldwick way,2023,1,18,36.7,41.2
90 aldwick way,2023,1,19,34.2,40.6
90 aldwick way,2023,1,20,28.7,34.4
90 aldwick way,2023,1,21,31.3,37.8
90 aldwick way,2023,1,22,35.4,45.2
90 aldwick way,2023,1,23,34.6,42.7
90 aldwick way,2023,1,24,34.3,42.3
90 aldwick way,2023,1,25,,37.9
90 aldwick way,2023,1,26,34.3,34.1
90 aldwick way,2023,1,27,34.3,39.3
90 aldwick way,2023,1,28,30.7,45.0
90 aldwick way,2023,1,29,29.2,53.1
90 aldwick way,2023,1,30,28.8,40.3
90 aldwick way,2023,1,31,36.4,42.8
90 aldwick way,2023,2,1,38.5,
90 aldwick way,2023,2,2,27.6,40.1
90 aldwick way,2023,2,3,37.2,
90 aldwick way,2023,2,4,37.5,43.9
90 aldwick way,2023,2,5,30.5,50.7
90 aldwick way,2023,2,6,37.4,42.8
90 aldwick way,2023,2,7,31.1,42.9
90 aldwick way,2023,2,8,33.7,41.9
90 aldwick way,2023,2,9,32.6,45.4
90 aldwick way,2023,2,10,31.0,44.7
90 aldwick way,2023,2,11,35.1,35.2
90 aldwick way,2023,2,12,26.0,
90 aldwick way,2023,2,13,35.8,36.4
90 aldwick way,2023,2,14,30.7,45.7
90 aldwick way,2023,2,15,33.6,42.1
90 aldwick way,2023,2,16,31.9,39.1
90 aldwick way,2023,2,17,32.6,42.8
90 aldwick way,2023,2,18,30.0,39.8
90 aldwick way,2023,2,19,,41.6
90 aldwick way,2023,2,20,38.3,49.2
90 aldwick way,2023,2,21,34.9,39.0
90 aldwick way,2023,2,22,29.9,44.5
90 aldwick way,2023,2,23,34.2,29.5
90 aldwick way,2023,2,24,32.2,39.1
90 aldwick way,2023,2,25,33.9,47.7
90 aldwick way,2023,2,26,33.1,
90 aldwick way,2023,2,27,33.8,43.8
90 aldwick way,2023,2,28,35.0,41.9
90 aldwick way,2023,3,1,32.1,40.7
90 aldwick way,2023,3,2,31.5,36.9
90 aldwick way,2023,3,3,31.7,30.5
90 aldwick way,2023,3,4,33.6,41.8
90 aldwick way,2023,3,5,30.6,42.8
90 aldwick way,2023,3,6,32.1,39.9
90 aldwick way,2023,3,7,32.8,46.0
90 aldwick way,2023,3,8,27.6,36.9
90 aldwick way,2023,3,9,33.8,33.1
90 aldwick way,2023,3,10,29.2,36.9
90 aldwick way,2023,3,11,27.8,40.1
90 aldwick way,2023,3,12,26.9,49.6
90 aldwick way,2023,3,13,31.8,37.9
90 aldwick way,2023,3,14,28.9,45.7
90 aldwick way,2023,3,15,28.9,46.7
90 aldwick way,2023,3,16,31.5,40.7
90 aldwick way,2023,3,17,26.6,43.9
90 aldwick way,2023,3,18,32.0,43.9
90 aldwick way,2023,3,19,31.1,41.3
90 aldwick way,2023,3,20,36.9,44.5
90 aldwick way,2023,3,21,29.4,37.6
90 aldwick way,2023,3,22,34.9,44.9
90 aldwick way,2023,3,23,32.9,33.8
90 aldwick way,2023,3,24,37.7,42.8
90 aldwick way,2023,3,25,34.6,41.0
90 aldwick way,2023,3,26,30.0,42.5
90 aldwick way,2023,3,27,32.8,42.2
90 aldwick way,2023,3,28,29.8,37.2
90 aldwick way,2023,3,29,28.6,41.2
90 aldwick way,2023,3,30,35.9,34.6
90 aldwick way,2023,3,31,31.1,41.9
27 ravenspur gdns,2023,1,1,29.7,49.8
27 ravenspur gdns,2023,1,2,29.2,38.0
27 ravenspur gdns,2023,1,3,33.5,39.8
27 ravenspur gdns,2023,1,4,34.1,41.7
27 ravenspur gdns,2023,1,5,31.9,47.1
27 ravenspur gdns,2023,1,6,37.1,
27 ravenspur gdns,2023,1,7,35.2,32.5
27 ravenspur gdns,2023,1,8,30.8,37.8
27 ravenspur gdns,2023,1,9,33.9,28.2
27 ravenspur gdns,2023,1,10,32.1,40.6
27 ravenspur gdns,2023,1,11,36.7,42.6
27 ravenspur gdns,2023,1,12,35.7,40.3
27 ravenspur gdns,2023,1,13,35.0,38.6
27 ravenspur gdns,2023,1,14,36.7,34.5
27 ravenspur gdns,2023,1,15,38.5,
27 ravenspur gdns,2023,1,16,28.3,33.1
27 ravenspur gdns,2023,1,17,29.9,37.6
27 ravenspur gdns,2023,1,18,38.5,34.5
27 ravenspur gdns,2023,1,19,32.6,41.8
27 ravenspur gdns,2023,1,20,,39.9
27 ravenspur gdns,2023,1,21,33.8,51.4
27 ravenspur gdns,2023,1,22,33.0,40.6
27 ravenspur gdns,2023,1,23,35.9,49.0
27 ravenspur gdns,2023,1,24,31.0,45.2
27 ravenspur gdns,2023,1,25,32.6,42.6
27 ravenspur gdns,2023,1,26,33.3,44.1
27 ravenspur gdns,2023,1,27,32.8,
27 ravenspur gdns,2023,1,28,32.1,33.9
27 ravenspur gdns,2023,1,29,35.5,46.4
27 ravenspur gdns,2023,1,30,36.4,34.6
27 ravenspur gdns,2023,1,31,37.2,31.0
27 ravenspur gdns,2023,2,1,31.1,37.8
27 ravenspur gdns,2023,2,2,30.3,38.5
27 ravenspur gdns,2023,2,3,32.7,43.5
27 ravenspur gdns,2023,2,4,30.5,47.8
27 ravenspur gdns,2023,2,5,34.3,46.4
27 ravenspur gdns,2023,2,6,,39.6
27 ravenspur gdns,2023,2,7,39.2,39.4
27 ravenspur gdns,2023,2,8,33.9,44.4
27 ravenspur gdns,2023,2,9,31.4,48.5
27 ravenspur gdns,2023,2,10,26.0,36.5
27 ravenspur gdns,2023,2,11,29.9,47.8
27 ravenspur gdns,2023,2,12,29.7,41.5
27 ravenspur gdns,2023,2,13,32.9,44.0
27 ravenspur gdns,2023,2,14,29.4,34.7
27 ravenspur gdns,2023,2,15,33.4,38.2
27 ravenspur gdns,2023,2,16,34.3,41.8
27 ravenspur gdns,2023,2,17,36.2,40.6
27 ravenspur gdns,2023,2,18,30.6,41.5
27 ravenspur gdns,2023,2,19,35.4,45.5
27 ravenspur gdns,2023,2,20,35.9,35.9
27 ravenspur gdns,2023,2,21,29.9,39.7
27 ravenspur gdns,2023,2,22,32.6,42.3
27 ravenspur gdns,2023,2,23,34.0,42.1
27 ravenspur gdns,2023,2,24,33.0,38.3
27 ravenspur gdns,2023,2,25,32.0,43.1
27 ravenspur gdns,2023,2,26,30.8,46.0
27 ravenspur gdns,2023,2,27,35.1,37.3
27 ravenspur gdns,2023,2,28,31.5,41.0
27 ravenspur gdns,2023,3,1,34.1,36.9
27 ravenspur gdns,2023,3,2,34.4,39.5
27 ravenspur gdns,2023,3,3,31.8,39.1
27 ravenspur gdns,2023,3,4,33.4,47.6
27 ravenspur gdns,2023,3,5,30.6,46.7
27 ravenspur gdns,2023,3,6,29.4,40.1
27 ravenspur gdns,2023,3,7,34.3,44.2
27 ravenspur gdns,2023,3,8,30.8,40.8
27 ravenspur gdns,2023,3,9,35.1,39.4
27 ravenspur gdns,2023,3,10,32.8,29.0
27 ravenspur gdns,2023,3,11,30.0,40.9
27 ravenspur gdns,2023,3,12,33.0,41.6
27 ravenspur gdns,2023,3,13,30.8,40.3
27 ravenspur gdns,2023,3,14,38.1,33.5
27 ravenspur gdns,2023,3,15,32.1,
27 ravenspur gdns,2023,3,16,30.4,40.1
27 ravenspur gdns,2023,3,17,33.1,27.1
27 ravenspur gdns,2023,3,18,32.3,32.7
27 ravenspur gdns,2023,3,19,32.4,42.4
27 ravenspur gdns,2023,3,20,32.0,41.4
27 ravenspur gdns,2023,3,21,29.3,50.1
27 ravenspur gdns,2023,3,22,33.4,30.0
27 ravenspur gdns,2023,3,23,32.0,
27 ravenspur gdns,2023,3,24,32.6,31.4
27 ravenspur gdns,2023,3,25,33.6,43.4
27 ravenspur gdns,2023,3,26,28.9,42.4
27 ravenspur gdns,2023,3,27,32.8,38.8
27 ravenspur gdns,2023,3,28,33.0,48.7
27 ravenspur gdns,2023,3,29,31.2,37.4
27 ravenspur gdns,2023,3,30,27.2,43.2
27 ravenspur gdns,2023,3,31,29.7,40.0
U9993899,2023,1,1,,46.4
U9993899,2023,1,2,31.3,
U9993899,2023,1,3,34.0,34.4
U9993899,2023,1,4,32.9,41.0
U9993899,2023,1,5,33.0,
U9993899,2023,1,6,32.8,39.9
U9993899,2023,1,7,30.4,38.5
U9993899,2023,1,8,36.1,46.7
U9993899,2023,1,9,38.1,45.8
U9993899,2023,1,10,27.4,48.0
U9993899,2023,1,11,30.4,
U9993899,2023,1,12,37.7,37.4
U9993899,2023,1,13,33.7,
U9993899,2023,1,14,32.9,39.8
U9993899,2023,1,15,33.8,
U9993899,2023,1,16,32.7,38.8
U9993899,2023,1,17,29.4,49.3
U9993899,2023,1,18,33.1,34.3
U9993899,2023,1,19,36.8,
U9993899,2023,1,20,32.8,46.1
U9993899,2023,1,21,32.5,41.4
U9993899,2023,1,22,,39.1
U9993899,2023,1,23,36.2,36.8
U9993899,2023,1,24,36.8,34.2
U9993899,2023,1,25,33.1,38.4
U9993899,2023,1,26,35.8,40.8
U9993899,2023,1,27,31.1,41.7
U9993899,2023,1,28,28.4,38.0
U9993899,2023,1,29,33.3,46.3
U9993899,2023,1,30,29.3,
U9993899,2023,1,31,33.4,42.0
U9993899,2023,2,1,31.6,35.8
U9993899,2023,2,2,34.7,34.2
U9993899,2023,2,3,32.8,35.8
U9993899,2023,2,4,34.6,42.8
U9993899,2023,2,5,29.0,47.3
U9993899,2023,2,6,32.9,39.5
U9993899,2023,2,7,31.2,34.3
U9993899,2023,2,8,34.2,35.1
U9993899,2023,2,9,34.1,47.3
U9993899,2023,2,10,34.0,39.3
U9993899,2023,2,11,35.9,42.2
U9993899,2023,2,12,38.3,48.6
U9993899,2023,2,13,37.2,38.6
U9993899,2023,2,14,37.1,42.1
U9993899,2023,2,15,32.4,36.2
U9993899,2023,2,16,32.9,39.5
U9993899,2023,2,17,35.6,47.2
U9993899,2023,2,18,29.2,32.7
U9993899,2023,2,19,35.1,54.3
U9993899,2023,2,20,33.8,40.5
U9993899,2023,2,21,31.8,40.1
U9993899,2023,2,22,34.7,47.0
U9993899,2023,2,23,29.4,35.1
U9993899,2023,2,24,33.7,35.0
U9993899,2023,2,25,32.6,43.0
U9993899,2023,2,26,32.3,33.6
U9993899,2023,2,27,30.5,45.7
U9993899,2023,2,28,32.7,41.1
U9993899,2023,3,1,26.2,
U9993899,2023,3,2,28.7,47.2
U9993899,2023,3,3,31.1,32.6
U9993899,2023,3,4,31.0,42.5
U9993899,2023,3,5,29.8,46.2
U9993899,2023,3,6,30.5,49.7
U9993899,2023,3,7,32.8,42.5
U9993899,2023,3,8,32.0,38.6
U9993899,2023,3,9,,36.5
U9993899,2023,3,10,30.4,42.5
U9993899,2023,3,11,35.3,41.1
U9993899,2023,3,12,31.6,43.7
U9993899,2023,3,13,32.5,39.4
U9993899,2023,3,14,32.0,32.6
U9993899,2023,3,15,32.3,44.0
U9993899,2023,3,16,31.2,39.5
U9993899,2023,3,17,31.6,40.2
U9993899,2023,3,18,32.7,40.7
U9993899,2023,3,19,30.5,45.7
U9993899,2023,3,20,34.5,42.7
U9993899,2023,3,21,35.1,37.5
U9993899,2023,3,22,28.0,39.7
U9993899,2023,3,23,31.7,35.9
U9993899,2023,3,24,34.0,25.0
U9993899,2023,3,25,32.6,39.5
U9993899,2023,3,26,31.2,42.0
U9993899,2023,3,27,33.5,43.7
U9993899,2023,3,28,28.5,34.0
U9993899,2023,3,29,29.6,42.8
U9993899,2023,3,30,31.7,46.1
U9993899,2023,3,31,31.9,41.4
78 mossden hill,2023,1,1,36.8,34.3
78 mossden hill,2023,1,2,32.4,37.1
78 mossden hill,2023,1,3,29.7,40.9
