reference,year,month,day,avgTemperature,avgHumidity,avgCo2
U1183557,2023,1,10,18.52,63.2,628.04
U1183557,2023,1,11,18.02,59.84,724.25
U1183557,2023,1,12,18.41,,628.63
U1183557,2023,1,13,18.26,60.01,
U1183557,2023,1,14,18.06,63.69,666.62
U1183557,2023,1,15,17.38,57.84,
U1183557,2023,1,16,18.52,61.07,740.23
U1183557,2023,1,17,17.31,59.5,623.31
U1183557,2023,1,18,18.62,56.99,688.97
U1183557,2023,1,19,18.69,,
U1183557,2023,1,20,17.53,60.81,657.37
U1183557,2023,1,21,17.66,61.22,
U1183557,2023,1,22,17.09,57.4,581.35
U1183557,2023,1,23,17.65,63.23,
U1183557,2023,1,24,18.27,62.26,538.54
U1183557,2023,1,25,18.06,59.71,632.29
U1183557,2023,1,26,17.27,54.27,692.27
U1183557,2023,1,27,17.86,60.17,625.29
U1183557,2023,1,28,18.55,59.12,
U1183557,2023,1,29,18.87,65.89,539.76
U1183557,2023,1,30,17.18,59.55,608.35
U1183557,2023,1,31,18.35,63.55,682.2
U1183557,2023,2,1,17.84,61.16,639.74
U1183557,2023,2,2,18.23,59.22,567.77
U1183557,2023,2,3,17.7,61.65,
U1183557,2023,2,4,19.37,,647.41
U1183557,2023,2,5,,60.98,622.17
U1183557,2023,2,6,17.71,59.94,622.99
U1183557,2023,2,7,19.38,56.99,736.45
U1183557,2023,2,8,18.2,55.91,
U1183557,2023,2,9,18.58,63.32,716.27
U1183557,2023,2,10,17.66,63.74,622.82
U1183557,2023,2,11,19.24,66.01,
U1183557,2023,2,12,17.45,58.92,615.99
U1183557,2023,2,13,17.54,58.27,662.36
U1183557,2023,2,14,17.43,61.59,617.34
U1183557,2023,2,15,18.63,62.76,
U1183557,2023,2,16,18.43,59.07,
U1183557,2023,2,17,18.43,63.28,651.04
U1183557,2023,2,18,18.63,62.11,
U1183557,2023,2,19,18.0,67.44,709.59
U1183557,2023,2,20,17.93,58.89,615.12
U1183557,2023,2,21,18.85,59.92,699.6
U1183557,2023,2,22,17.4,64.08,742.12
U1183557,2023,2,23,17.85,59.97,578.9
U1183557,2023,2,24,19.66,64.62,696.37
U1183557,2023,2,25,18.02,57.24,693.38
U1183557,2023,2,26,17.65,62.03,625.56
U1183557,2023,2,27,18.06,61.04,
U1183557,2023,2,28,18.98,60.61,691.0
U1183557,2023,3,1,18.35,58.57,
U1183557,2023,3,2,18.15,59.15,
U1183557,2023,3,3,19.28,62.14,668.71
U1183557,2023,3,4,,61.22,662.53
U1183557,2023,3,5,17.31,60.15,616.97
U1183557,2023,3,6,18.86,62.43,
U1183557,2023,3,7,19.04,62.62,640.37
U1183557,2023,3,8,17.83,60.46,
U1183557,2023,3,9,18.41,60.52,537.62
U1183557,2023,3,10,18.6,63.09,646.11
U1183557,2023,3,11,19.56,61.66,
U1183557,2023,3,12,19.22,67.13,634.96
U1183557,2023,3,13,18.49,,709.2
U1183557,2023,3,14,19.41,63.25,
U1183557,2023,3,15,19.09,59.69,606.85
U1183557,2023,3,16,19.06,57.46,
U1183557,2023,3,17,19.08,60.45,571.54
U1183557,2023,3,18,18.41,62.92,705.05
U1183557,2023,3,19,18.19,58.5,654.51
U1183557,2023,3,20,19.16,62.06,580.16
U1183557,2023,3,21,19.33,57.27,
U1183557,2023,3,22,19.01,52.93,615.07
U1183557,2023,3,23,19.32,59.38,
U1183557,2023,3,24,17.78,60.04,
U1183557,2023,3,25,18.72,62.23,601.18
U1183557,2023,3,26,18.66,57.91,632.91
U1183557,2023,3,27,18.69,55.59,634.19
U1183557,2023,3,28,18.91,57.97,
U1183557,2023,3,29,18.54,59.53,620.57
U1183557,2023,3,30,18.87,59.8,630.71
U1183557,2023,3,31,18.77,67.22,669.05
U321861,2023,1,1,17.58,60.7,
U321861,2023,1,2,18.01,56.18,613.92
U321861,2023,1,3,18.13,62.14,
U321861,2023,1,4,18.2,57.71,
U321861,2023,1,5,17.25,66.43,
U321861,2023,1,6,17.18,61.87,
U321861,2023,1,7,18.02,57.55,
U321861,2023,1,8,18.32,56.89,
U321861,2023,1,9,18.51,55.09,
U321861,2023,1,10,,61.85,
U321861,2023,1,11,17.67,60.61,
U321861,2023,1,12,17.07,54.05,
U321861,2023,1,13,18.32,64.11,552.42
U321861,2023,1,14,17.44,,655.34
U321861,2023,1,15,18.54,67.42,
U321861,2023,1,16,18.7,59.55,651.41
U321861,2023,1,17,17.91,59.94,
U321861,2023,1,18,19.24,60.64,
U321861,2023,1,19,17.38,65.15,
U321861,2023,1,20,18.61,59.25,
U321861,2023,1,21,18.63,62.27,
U321861,2023,1,22,18.24,62.95,
U321861,2023,1,23,18.52,68.98,564.77
U321861,2023,1,24,17.67,55.37,
U321861,2023,1,25,18.2,61.99,617.22
U321861,2023,1,26,,66.26,
U321861,2023,1,27,18.1,56.3,
U321861,2023,1,28,17.88,62.1,
U321861,2023,1,29,17.58,60.09,
U321861,2023,1,30,18.55,,583.58
U321861,2023,1,31,17.99,59.69,
U321861,2023,2,1,17.83,63.22,
U321861,2023,2,2,18.47,60.91,
U321861,2023,2,3,19.07,65.12,
U321861,2023,2,4,17.92,60.34,
U321861,2023,2,5,18.61,57.49,
U321861,2023,2,6,17.56,57.84,
U321861,2023,2,7,17.95,57.56,
U321861,2023,2,8,18.15,55.92,737.39
U321861,2023,2,9,19.33,67.69,
U321861,2023,2,10,18.64,63.09,675.58
U321861,2023,2,11,18.6,56.81,620.48
U321861,2023,2,12,18.5,58.06,
U321861,2023,2,13,18.85,,
U321861,2023,2,14,18.5,56.98,
U321861,2023,2,15,19.83,59.4,
U321861,2023,2,16,18.37,54.7,
U321861,2023,2,17,18.78,58.78,
U321861,2023,2,18,18.27,62.32,
U321861,2023,2,19,18.43,63.33,
U321861,2023,2,20,18.28,61.78,
U321861,2023,2,21,17.91,,
U321861,2023,2,22,18.84,63.21,
U321861,2023,2,23,,60.71,
U321861,2023,2,24,17.91,,
U321861,2023,2,25,17.94,63.6,582.92
U321861,2023,2,26,18.7,59.76,
U321861,2023,2,27,17.21,61.96,
U321861,2023,2,28,18.39,59.45,723.55
U321861,2023,3,1,18.8,54.68,651.16
U321861,2023,3,2,19.78,60.39,591.97
U321861,2023,3,3,18.47,,
U321861,2023,3,4,19.26,58.32,
U321861,2023,3,5,18.5,56.91,
U321861,2023,3,6,18.64,56.24,597.86
U321861,2023,3,7,19.3,60.88,
U321861,2023,3,8,19.11,59.71,
U321861,2023,3,9,18.34,59.76,
U321861,2023,3,10,19.75,63.03,
U321861,2023,3,11,18.45,57.2,625.81
U321861,2023,3,12,19.59,63.51,
U321861,2023,3,13,19.71,62.85,
U321861,2023,3,14,19.46,61.33,
U321861,2023,3,15,18.77,62.83,
U321861,2023,3,16,18.87,,
U321861,2023,3,17,19.38,58.91,
U321861,2023,3,18,18.4,60.8,
U321861,2023,3,19,18.99,55.84,
U321861,2023,3,20,18.91,63.12,663.81
U321861,2023,3,21,19.29,62.51,
U321861,2023,3,22,19.2,62.38,
U321861,2023,3,23,19.16,57.83,
U321861,2023,3,24,18.31,58.0,512.34
U321861,2023,3,25,19.05,55.28,
U321861,2023,3,26,18.98,62.2,
U321861,2023,3,27,19.64,56.41,
U321861,2023,3,28,19.04,58.68,
U321861,2023,3,29,17.75,57.47,665.41
U321861,2023,3,30,19.11,56.86,
U321861,2023,3,31,18.88,59.66,524.04
U735244,2023,1,1,18.62,63.18,
U735244,2023,1,2,17.15,61.52,
U735244,2023,1,3,17.34,62.53,582.28
U735244,2023,1,4,16.39,61.82,
U735244,2023,1,5,17.26,63.36,614.59
U735244,2023,1,6,17.35,56.6,633.52
U735244,2023,1,7,17.09,61.84,719.57
U735244,2023,1,8,15.32,65.94,604.66
U735244,2023,1,9,16.34,66.05,706.61
U735244,2023,1,10,16.02,62.73,
U735244,2023,1,11,17.93,63.78,
U735244,2023,1,12,16.84,67.34,
U735244,2023,1,13,16.85,64.35,603.97
U735244,2023,1,14,16.77,65.44,
U735244,2023,1,15,18.03,56.86,773.14
U735244,2023,1,16,16.84,62.19,672.54
U735244,2023,1,17,18.04,61.59,622.82
U735244,2023,1,18,17.36,58.42,
U735244,2023,1,19,16.88,64.54,647.33
U735244,2023,1,20,17.09,65.83,637.4
U735244,2023,1,21,16.9,62.63,
U735244,2023,1,22,15.74,63.68,572.37
U735244,2023,1,23,17.91,64.56,697.63
U735244,2023,1,24,17.17,58.89,
U735244,2023,1,25,17.2,64.37,681.87
U735244,2023,1,26,17.7,59.73,
U735244,2023,1,27,17.21,64.47,
U735244,2023,1,28,18.22,59.57,
U735244,2023,1,29,16.89,60.56,537.79
U735244,2023,1,30,17.7,56.97,699.32
U735244,2023,1,31,17.54,55.56,
U735244,2023,2,1,17.56,59.57,669.41
U735244,2023,2,2,17.6,60.56,721.43
U735244,2023,2,3,17.94,64.94,721.17
U735244,2023,2,4,16.69,56.21,647.95
U735244,2023,2,5,16.68,66.24,
U735244,2023,2,6,17.51,65.07,661.14
U735244,2023,2,7,17.07,62.86,
U735244,2023,2,8,16.66,60.23,652.18
U735244,2023,2,9,17.38,61.88,
U735244,2023,2,10,16.87,62.62,628.98
U735244,2023,2,11,17.83,61.99,
U735244,2023,2,12,16.81,57.82,560.95
U735244,2023,2,13,17.87,66.67,569.22
U735244,2023,2,14,17.66,65.73,822.2
U735244,2023,2,15,17.61,59.47,
U735244,2023,2,16,17.04,70.35,
U735244,2023,2,17,16.42,64.82,
U735244,2023,2,18,17.59,66.88,657.87
U735244,2023,2,19,17.46,62.98,677.21
U735244,2023,2,20,17.09,,
U735244,2023,2,21,,62.33,
U735244,2023,2,22,17.7,52.92,640.57
U735244,2023,2,23,16.86,63.93,624.16
U735244,2023,2,24,17.8,57.46,
U735244,2023,2,25,17.45,61.4,631.82
U735244,2023,2,26,17.26,59.14,632.26
U735244,2023,2,27,17.97,66.36,
U735244,2023,2,28,16.73,68.43,
U735244,2023,3,1,17.33,60.57,604.78
U735244,2023,3,2,17.15,58.13,603.86
U735244,2023,3,3,17.3,60.53,660.74
U735244,2023,3,4,18.13,58.96,652.91
U735244,2023,3,5,17.21,59.13,668.68
U735244,2023,3,6,18.81,61.87,
U735244,2023,3,7,18.04,62.98,
U735244,2023,3,8,17.63,61.08,702.65
U735244,2023,3,9,,58.3,530.95
U735244,2023,3,10,18.21,59.79,666.34
U735244,2023,3,11,17.61,62.52,
U735244,2023,3,12,17.59,62.33,
U735244,2023,3,13,18.37,59.89,
U735244,2023,3,14,17.88,62.37,
U735244,2023,3,15,19.17,60.58,
U735244,2023,3,16,17.49,60.7,705.74
U735244,2023,3,17,17.44,56.31,617.99
U735244,2023,3,18,16.52,65.15,
U735244,2023,3,19,17.3,,570.57
U735244,2023,3,20,17.41,63.39,733.24
U735244,2023,3,21,16.83,54.69,687.87
U735244,2023,3,22,17.62,63.56,679.03
U735244,2023,3,23,17.67,64.17,708.2
U735244,2023,3,24,18.09,63.57,
U735244,2023,3,25,17.9,66.12,582.35
U735244,2023,3,26,17.92,60.6,685.25
U735244,2023,3,27,18.47,65.23,
U735244,2023,3,28,17.18,62.59,
U735244,2023,3,29,18.27,60.21,726.04
U735244,2023,3,30,17.53,59.76,630.59
U735244,2023,3,31,17.59,63.32,616.3
U904891,2023,1,1,18.32,61.84,
U904891,2023,1,2,17.58,61.69,
U904891,2023,1,3,17.38,65.68,
U904891,2023,1,4,18.47,60.17,815.39
U904891,2023,1,5,17.7,,
U904891,2023,1,6,17.94,59.13,
U904891,2023,1,7,18.26,62.38,
U904891,2023,1,8,17.8,59.58,576.82
U904891,2023,1,9,17.18,54.79,
U904891,2023,1,10,18.45,61.07,584.52
U904891,2023,1,11,17.76,54.49,
U904891,2023,1,12,17.74,60.48,
U904891,2023,1,13,18.09,59.12,
U904891,2023,1,14,17.71,56.57,
U904891,2023,1,15,19.23,60.04,650.95
U904891,2023,1,16,18.12,58.48,
U904891,2023,1,17,18.93,65.18,687.38
U904891,2023,1,18,19.16,59.62,683.36
U904891,2023,1,19,17.45,64.1,
U904891,2023,1,20,18.47,64.5,680.87
U904891,2023,1,21,18.68,54.37,
U904891,2023,1,22,18.77,58.08,665.92
U904891,2023,1,23,18.48,60.62,
U904891,2023,1,24,,66.14,
U904891,2023,1,25,17.58,62.07,
U904891,2023,1,26,18.88,64.03,666.71
U904891,2023,1,27,19.73,62.66,
U904891,2023,1,28,18.02,64.58,
U904891,2023,1,29,19.03,62.56,
U904891,2023,1,30,18.17,64.23,
U904891,2023,1,31,18.38,59.38,
U904891,2023,2,1,18.76,59.06,
U904891,2023,2,2,19.42,65.54,
U904891,2023,2,3,18.15,61.83,
U904891,2023,2,4,17.93,59.86,
U904891,2023,2,5,19.07,60.21,
U904891,2023,2,6,18.23,54.52,
U904891,2023,2,7,18.43,58.01,
U904891,2023,2,8,17.89,59.9,
U904891,2023,2,9,19.37,56.64,
U904891,2023,2,10,18.62,60.21,
U904891,2023,2,11,18.21,66.44,
U904891,2023,2,12,19.48,52.26,
U904891,2023,2,13,19.02,62.49,
U904891,2023,2,14,18.25,64.31,
U904891,2023,2,15,17.38,,
U904891,2023,2,16,17.99,58.17,
U904891,2023,2,17,19.01,58.07,
U904891,2023,2,18,18.07,59.77,
U904891,2023,2,19,18.67,57.03,
U904891,2023,2,20,19.21,60.07,539.42
U904891,2023,2,21,19.0,60.73,
U904891,2023,2,22,18.86,58.22,
U904891,2023,2,23,18.28,61.2,
U904891,2023,2,24,19.19,,
U904891,2023,2,25,18.71,,
U904891,2023,2,26,18.24,60.98,
U904891,2023,2,27,20.01,61.5,
U904891,2023,2,28,17.63,54.49,
U904891,2023,3,1,20.24,59.22,622.52
U904891,2023,3,2,19.58,55.56,
U904891,2023,3,3,19.47,57.66,
U904891,2023,3,4,18.53,57.07,
U904891,2023,3,5,19.31,60.47,
U904891,2023,3,6,20.71,60.5,
U904891,2023,3,7,19.51,55.01,
U904891,2023,3,8,19.82,62.14,
U904891,2023,3,9,19.99,64.26,
U904891,2023,3,10,17.64,57.68,
U904891,2023,3,11,18.7,60.18,
U904891,2023,3,12,18.84,60.16,
U904891,2023,3,13,19.22,54.76,
U904891,2023,3,14,19.5,56.94,
U904891,2023,3,15,19.75,59.79,
U904891,2023,3,16,18.41,63.72,
U904891,2023,3,17,19.5,58.92,563.23
U904891,2023,3,18,18.31,60.62,
U904891,2023,3,19,19.13,59.52,
U904891,2023,3,20,19.83,55.44,
U904891,2023,3,21,19.17,56.89,
U904891,2023,3,22,19.62,63.41,
U904891,2023,3,23,18.9,59.94,
U904891,2023,3,24,20.01,60.29,
U904891,2023,3,25,18.76,52.65,
U904891,2023,3,26,19.08,56.28,558.08
U904891,2023,3,27,,61.55,
U904891,2023,3,28,19.49,62.62,
U904891,2023,3,29,19.69,57.6,
U904891,2023,3,30,19.72,63.74,
U904891,2023,3,31,19.57,59.92,
U031190396,2023,1,1,16.13,62.32,663.94
U031190396,2023,1,2,17.05,66.66,
U031190396,2023,1,3,16.62,64.55,
U031190396,2023,1,4,16.64,59.52,
U031190396,2023,1,5,18.56,63.17,710.73
U031190396,2023,1,6,18.19,61.44,
U031190396,2023,1,7,17.61,59.09,668.3
U031190396,2023,1,8,16.88,64.05,
U031190396,2023,1,9,16.81,,549.38
U031190396,2023,1,10,17.48,60.92,571.14
U031190396,2023,1,11,,64.27,719.79
U031190396,2023,1,12,17.36,59.47,590.73
U031190396,2023,1,13,16.05,63.14,666.16
U031190396,2023,1,14,16.6,62.76,548.05
U031190396,2023,1,15,16.71,62.05,
U031190396,2023,1,16,17.16,63.38,635.25
U031190396,2023,1,17,17.28,60.48,
U031190396,2023,1,18,17.08,68.31,609.76
U031190396,2023,1,19,17.6,62.93,649.78
U031190396,2023,1,20,16.82,,574.57
U031190396,2023,1,21,17.76,61.5,
U031190396,2023,1,22,17.11,60.4,611.62
U031190396,2023,1,23,18.09,65.33,692.77
U031190396,2023,1,24,17.41,55.53,765.32
U031190396,2023,1,25,16.84,59.92,653.13
U031190396,2023,1,26,16.79,61.23,662.05
U031190396,2023,1,27,16.15,58.74,
U031190396,2023,1,28,18.03,63.25,
U031190396,2023,1,29,17.07,58.16,
U031190396,2023,1,30,17.05,59.58,655.07
U031190396,2023,1,31,16.8,63.8,631.83
U031190396,2023,2,1,17.87,63.17,672.8
U031190396,2023,2,2,16.28,64.67,556.25
U031190396,2023,2,3,17.27,58.26,724.81
U031190396,2023,2,4,16.57,67.25,
U031190396,2023,2,5,17.71,61.54,
U031190396,2023,2,6,17.45,60.11,707.56
U031190396,2023,2,7,17.42,60.42,673.71
U031190396,2023,2,8,17.39,62.96,607.61
U031190396,2023,2,9,17.2,62.03,718.6
U031190396,2023,2,10,17.58,59.72,745.54
U031190396,2023,2,11,17.36,57.7,575.44
U031190396,2023,2,12,17.17,62.95,
U031190396,2023,2,13,15.57,67.46,655.93
U031190396,2023,2,14,17.53,61.57,688.26
U031190396,2023,2,15,16.31,64.1,
U031190396,2023,2,16,17.14,71.16,632.64
U031190396,2023,2,17,17.06,61.05,630.62
U031190396,2023,2,18,17.02,64.09,684.19
U031190396,2023,2,19,16.73,62.77,608.44
U031190396,2023,2,20,16.27,57.99,625.22
U031190396,2023,2,21,17.44,60.27,
U031190396,2023,2,22,16.4,68.98,605.83
U031190396,2023,2,23,17.83,68.52,530.13
U031190396,2023,2,24,18.31,64.2,695.23
U031190396,2023,2,25,17.99,63.26,
U031190396,2023,2,26,18.22,62.07,600.89
U031190396,2023,2,27,17.06,62.09,561.62
U031190396,2023,2,28,,64.14,
U031190396,2023,3,1,16.76,64.59,541.63
U031190396,2023,3,2,18.83,62.89,663.62
U031190396,2023,3,3,18.51,65.24,673.27
U031190396,2023,3,4,17.75,64.62,588.5
U031190396,2023,3,5,17.67,55.18,588.72
U031190396,2023,3,6,17.56,58.24,659.36
U031190396,2023,3,7,17.8,67.67,
U031190396,2023,3,8,18.04,58.65,
U031190396,2023,3,9,18.08,63.13,
U031190396,2023,3,10,17.13,59.83,577.91
U031190396,2023,3,11,17.41,58.2,716.3
U031190396,2023,3,12,17.66,61.27,711.71
U031190396,2023,3,13,17.98,64.14,
U031190396,2023,3,14,18.37,56.73,
U031190396,2023,3,15,18.3,60.69,655.69
U031190396,2023,3,16,18.09,60.5,
U031190396,2023,3,17,18.4,61.11,598.31
U031190396,2023,3,18,17.71,54.92,
U031190396,2023,3,19,17.91,60.51,623.78
U031190396,2023,3,20,17.92,55.28,
U031190396,2023,3,21,17.53,67.08,
U031190396,2023,3,22,18.02,60.71,
U031190396,2023,3,23,18.08,62.21,677.97
U031190396,2023,3,24,17.25,64.52,677.22
U031190396,2023,3,25,17.03,61.56,617.88
U031190396,2023,3,26,16.87,54.34,
U031190396,2023,3,27,16.63,62.89,
U031190396,2023,3,28,17.96,,686.78
U031190396,2023,3,29,17.5,60.6,667.8
U031190396,2023,3,30,18.22,58.81,
U031190396,2023,3,31,17.89,60.37,627.12
24 mossden hill,2023,1,1,17.44,65.63,
24 mossden hill,2023,1,2,18.74,66.77,
24 mossden hill,2023,1,3,18.25,,
24 mossden hill,2023,1,4,16.85,63.42,
24 mossden hill,2023,1,5,17.69,61.36,
24 mossden hill,2023,1,6,16.06,64.16,
24 mossden hill,2023,1,7,17.99,64.22,
24 mossden hill,2023,1,8,17.71,56.83,644.78
24 mossden hill,2023,1,9,18.18,61.57,
24 mossden hill,2023,1,10,16.7,58.92,
24 mossden hill,2023,1,11,17.39,63.89,
24 mossden hill,2023,1,12,17.4,61.02,
24 mossden hill,2023,1,13,17.77,60.77,
24 mossden hill,2023,1,14,18.23,57.14,
24 mossden hill,2023,1,15,16.77,60.63,649.92
24 mossden hill,2023,1,16,17.61,55.84,778.05
24 mossden hill,2023,1,17,17.25,57.04,660.22
24 mossden hill,2023,1,18,17.28,57.31,
24 mossden hill,2023,1,19,17.55,67.74,518.29
24 mossden hill,2023,1,20,17.43,60.34,
24 mossden hill,2023,1,21,17.6,65.54,492.94
24 mossden hill,2023,1,22,18.04,63.26,720.71
24 mossden hill,2023,1,23,,63.22,
24 mossden hill,2023,1,24,16.65,61.33,651.86
24 mossden hill,2023,1,25,17.66,62.76,657.38
24 mossden hill,2023,1,26,17.52,57.09,
24 mossden hill,2023,1,27,16.96,60.04,572.39
24 mossden hill,2023,1,28,17.59,60.71,
24 mossden hill,2023,1,29,18.01,61.29,
24 mossden hill,2023,1,30,18.3,63.83,
24 mossden hill,2023,1,31,16.94,61.33,
24 mossden hill,2023,2,1,,57.21,797.27
24 mossden hill,2023,2,2,18.12,60.99,
24 mossden hill,2023,2,3,17.95,63.61,
24 mossden hill,2023,2,4,18.06,60.12,632.95
24 mossden hill,2023,2,5,17.01,64.68,683.17
24 mossden hill,2023,2,6,16.73,56.85,
24 mossden hill,2023,2,7,17.64,65.4,691.16
24 mossden hill,2023,2,8,18.31,,
24 mossden hill,2023,2,9,16.66,59.21,
24 mossden hill,2023,2,10,18.32,,
24 mossden hill,2023,2,11,19.56,60.76,
24 mossden hill,2023,2,12,17.45,60.36,
24 mossden hill,2023,2,13,18.39,62.72,
24 mossden hill,2023,2,14,17.32,59.3,555.58
24 mossden hill,2023,2,15,18.7,58.0,
24 mossden hill,2023,2,16,18.18,56.51,
24 mossden hill,2023,2,17,17.87,65.74,663.5
24 mossden hill,2023,2,18,18.0,58.11,
24 mossden hill,2023,2,19,17.11,67.06,
24 mossden hill,2023,2,20,17.52,,
24 mossden hill,2023,2,21,17.99,60.38,
24 mossden hill,2023,2,22,17.9,60.4,
24 mossden hill,2023,2,23,16.59,64.78,
24 mossden hill,2023,2,24,17.97,59.09,702.67
24 mossden hill,2023,2,25,17.9,59.77,659.46
24 mossden hill,2023,2,26,18.25,65.5,
24 mossden hill,2023,2,27,18.33,68.86,
24 mossden hill,2023,2,28,17.75,58.56,
24 mossden hill,2023,3,1,18.86,58.11,
24 mossden hill,2023,3,2,18.18,65.3,
24 mossden hill,2023,3,3,18.33,56.31,618.47
24 mossden hill,2023,3,4,18.05,58.4,
24 mossden hill,2023,3,5,19.04,59.32,
24 mossden hill,2023,3,6,18.89,62.47,654.83
24 mossden hill,2023,3,7,18.66,61.77,
24 mossden hill,2023,3,8,18.36,57.76,
24 mossden hill,2023,3,9,17.96,61.63,
24 mossden hill,2023,3,10,17.67,60.11,732.84
24 mossden hill,2023,3,11,18.46,68.89,750.55
24 mossden hill,2023,3,12,18.27,61.15,
24 mossden hill,2023,3,13,18.56,65.08,
24 mossden hill,2023,3,14,18.22,58.95,
24 mossden hill,2023,3,15,19.21,61.55,
24 mossden hill,2023,3,16,17.88,57.21,709.85
24 mossden hill,2023,3,17,,57.64,618.7
24 mossden hill,2023,3,18,18.16,69.73,
24 mossden hill,2023,3,19,18.36,63.59,
24 mossden hill,2023,3,20,18.44,58.04,561.19
24 mossden hill,2023,3,21,16.89,,
24 mossden hill,2023,3,22,17.78,59.39,
24 mossden hill,2023,3,23,18.51,56.63,673.54
24 mossden hill,2023,3,24,18.76,61.2,634.9
24 mossden hill,2023,3,25,18.14,59.42,
24 mossden hill,2023,3,26,18.99,58.67,607.9
24 mossden hill,2023,3,27,18.53,57.64,
24 mossden hill,2023,3,28,17.9,60.3,
24 mossden hill,2023,3,29,18.42,63.6,718.19
24 mossden hill,2023,3,30,18.34,67.25,
24 mossden hill,2023,3,31,18.25,59.19,
U678229542,2023,1,1,18.35,62.88,
U678229542,2023,1,2,16.59,60.1,613.53
U678229542,2023,1,3,18.09,60.96,721.44
U678229542,2023,1,4,16.46,61.0,
U678229542,2023,1,5,17.17,60.52,617.39
U678229542,2023,1,6,18.26,59.05,558.6
U678229542,2023,1,7,16.72,65.44,
U678229542,2023,1,8,16.83,56.99,556.93
U678229542,2023,1,9,18.58,63.04,
U678229542,2023,1,10,17.77,62.55,
U678229542,2023,1,11,16.85,62.19,658.62
U678229542,2023,1,12,17.51,,
U678229542,2023,1,13,18.75,59.53,623.19
U678229542,2023,1,14,17.92,60.24,
U678229542,2023,1,15,18.2,55.73,
U678229542,2023,1,16,17.47,62.95,699.53
U678229542,2023,1,17,17.44,60.8,716.92
U678229542,2023,1,18,18.2,59.03,477.21
U678229542,2023,1,19,16.96,63.21,
U678229542,2023,1,20,18.23,63.08,581.27
U678229542,2023,1,21,17.35,65.79,671.9
U678229542,2023,1,22,17.66,64.27,
U678229542,2023,1,23,17.52,65.11,
U678229542,2023,1,24,17.92,63.61,
U678229542,2023,1,25,18.42,58.44,685.7
U678229542,2023,1,26,18.72,61.48,577.53
U678229542,2023,1,27,17.1,59.21,
U678229542,2023,1,28,17.64,63.39,504.41
U678229542,2023,1,29,17.99,60.26,541.3
U678229542,2023,1,30,17.29,62.58,622.11
U678229542,2023,1,31,17.67,62.62,782.01
U678229542,2023,2,1,17.65,58.91,644.72
U678229542,2023,2,2,17.79,59.91,669.46
U678229542,2023,2,3,18.42,64.95,
U678229542,2023,2,4,17.65,65.14,
U678229542,2023,2,5,17.02,60.48,
U678229542,2023,2,6,17.69,60.45,736.58
U678229542,2023,2,7,17.65,57.81,582.88
U678229542,2023,2,8,18.87,59.33,708.75
U678229542,2023,2,9,17.96,64.48,659.3
U678229542,2023,2,10,18.12,56.04,779.04
U678229542,2023,2,11,17.78,57.73,539.1
U678229542,2023,2,12,17.56,62.95,
U678229542,2023,2,13,18.65,64.1,755.99
U678229542,2023,2,14,18.13,61.16,734.43
U678229542,2023,2,15,,,
U678229542,2023,2,16,17.1,61.67,489.92
U678229542,2023,2,17,17.43,65.64,642.34
U678229542,2023,2,18,17.62,61.53,
U678229542,2023,2,19,17.07,62.61,
U678229542,2023,2,20,16.2,64.11,
U678229542,2023,2,21,18.24,70.05,722.08
U678229542,2023,2,22,17.13,58.08,
U678229542,2023,2,23,18.35,59.04,630.6
U678229542,2023,2,24,17.47,69.34,643.5
U678229542,2023,2,25,18.71,65.75,645.63
U678229542,2023,2,26,17.6,59.76,614.4
U678229542,2023,2,27,17.16,56.3,583.8
U678229542,2023,2,28,17.82,60.74,589.53
U678229542,2023,3,1,18.8,63.64,511.47
U678229542,2023,3,2,18.69,61.26,640.98
U678229542,2023,3,3,17.74,62.92,713.74
U678229542,2023,3,4,19.75,59.12,653.05
U678229542,2023,3,5,19.51,63.14,680.93
U678229542,2023,3,6,17.25,57.85,
U678229542,2023,3,7,18.59,60.69,
U678229542,2023,3,8,18.31,65.04,577.56
U678229542,2023,3,9,18.44,66.49,
U678229542,2023,3,10,18.96,59.74,606.19
U678229542,2023,3,11,18.6,66.81,648.13
U678229542,2023,3,12,19.35,59.22,651.39
U678229542,2023,3,13,18.27,61.55,660.16
U678229542,2023,3,14,18.67,57.79,593.45
U678229542,2023,3,15,16.22,64.04,697.14
U678229542,2023,3,16,19.02,65.77,662.35
U678229542,2023,3,17,18.01,62.15,561.83
U678229542,2023,3,18,18.37,63.36,
U678229542,2023,3,19,19.24,63.16,689.66
U678229542,2023,3,20,17.92,58.41,721.17
U678229542,2023,3,21,18.37,58.19,
U678229542,2023,3,22,18.71,61.81,
U678229542,2023,3,23,18.8,60.17,
U678229542,2023,3,24,18.91,61.03,
U678229542,2023,3,25,17.39,60.21,704.1
U678229542,2023,3,26,17.88,,
U678229542,2023,3,27,17.94,64.35,646.13
U678229542,2023,3,28,17.95,55.48,
U678229542,2023,3,29,18.34,56.17,510.75
U678229542,2023,3,30,17.94,61.19,506.5
U678229542,2023,3,31,18.89,61.46,543.86
91 salthorpe row,2023,1,1,18.08,67.25,582.77
91 salthorpe row,2023,1,2,18.9,60.71,
91 salthorpe row,2023,1,3,18.18,59.87,591.75
91 salthorpe row,2023,1,4,19.57,62.02,757.79
91 salthorpe row,2023,1,5,18.63,64.6,
91 salthorpe row,2023,1,6,18.3,66.55,675.85
91 salthorpe row,2023,1,7,17.86,62.25,638.75
